run_id,key,value,step,timestamp
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,2.282374620437622,4,1715059555924
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,2.1769542694091797,9,1715059557523
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.8591398000717163,14,1715059559037
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.7493219375610352,19,1715059560541
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.104952096939087,24,1715059589251
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.126969337463379,29,1715059590812
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.0053784847259521,34,1715059592357
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.1199699640274048,39,1715059593864
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.0087798833847046,44,1715059595357
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.6251789927482605,49,1715059603002
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,1.067818284034729,54,1715059604526
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.8802940845489502,59,1715059606044
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.9336341023445129,64,1715059607553
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.5216352939605713,69,1715059614774
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.7568897604942322,74,1715059616372
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.6329601407051086,79,1715059617957
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.8242860436439514,84,1715059619473
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.7206681966781616,89,1715059620939
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.44060155749320984,94,1715059628221
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.5432423949241638,99,1715059629765
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.5597845911979675,104,1715059631313
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.45751455426216125,109,1715059632842
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.2659527063369751,114,1715059634213
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.49398767948150635,119,1715059641639
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.7149292826652527,124,1715059643181
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.3893950581550598,129,1715059644693
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.582339346408844,134,1715059646226
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.5179780721664429,139,1715059653472
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.3513958156108856,144,1715059655021
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.31169191002845764,149,1715059656578
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.4172717034816742,154,1715059658105
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.5798118710517883,159,1715059659619
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.46095776557922363,164,1715059666957
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.38132286071777344,169,1715059668474
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.3268774449825287,174,1715059670018
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.25615283846855164,179,1715059671517
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.3921544551849365,184,1715059678708
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.3509632647037506,189,1715059680259
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.34987303614616394,194,1715059681818
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.2909066677093506,199,1715059683362
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.19397427141666412,204,1715059684863
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.180804044008255,209,1715059692133
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.19597487151622772,214,1715059693692
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.2584676742553711,219,1715059695259
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.23520952463150024,224,1715059696793
adf86805660e4fa3a3b8ad1fd8f81976,train_loss,0.42625677585601807,229,1715059698188
