run_id,key,value,step,timestamp
e62952403be64274a8cadb75cfb336ce,train_loss,1.780450463294983,4,1715055498974
e62952403be64274a8cadb75cfb336ce,train_loss,0.9917150139808655,9,1715055499177
e62952403be64274a8cadb75cfb336ce,train_loss,0.6155380010604858,14,1715055506015
e62952403be64274a8cadb75cfb336ce,train_loss,0.5474910140037537,19,1715055506301
e62952403be64274a8cadb75cfb336ce,train_loss,0.5942138433456421,24,1715055506824
e62952403be64274a8cadb75cfb336ce,train_loss,0.31257370114326477,29,1715055507026
e62952403be64274a8cadb75cfb336ce,train_loss,0.33778661489486694,34,1715055507252
e62952403be64274a8cadb75cfb336ce,train_loss,0.6087763905525208,39,1715055507696
e62952403be64274a8cadb75cfb336ce,train_loss,0.34020674228668213,44,1715055507908
e62952403be64274a8cadb75cfb336ce,train_loss,0.12472347915172577,49,1715055508353
e62952403be64274a8cadb75cfb336ce,train_loss,0.2678476572036743,54,1715055508632
e62952403be64274a8cadb75cfb336ce,train_loss,0.08311603963375092,59,1715055508856
e62952403be64274a8cadb75cfb336ce,train_loss,0.3948787450790405,64,1715055509292
e62952403be64274a8cadb75cfb336ce,train_loss,0.11913619935512543,69,1715055509497
e62952403be64274a8cadb75cfb336ce,train_loss,0.029805224388837814,74,1715055509990
e62952403be64274a8cadb75cfb336ce,train_loss,0.01414793636649847,79,1715055510202
e62952403be64274a8cadb75cfb336ce,train_loss,0.005938663613051176,84,1715055510678
e62952403be64274a8cadb75cfb336ce,train_loss,0.031924907118082047,89,1715055510959
e62952403be64274a8cadb75cfb336ce,train_loss,0.007309345994144678,94,1715055511165
e62952403be64274a8cadb75cfb336ce,train_loss,0.018522825092077255,99,1715055511608
e62952403be64274a8cadb75cfb336ce,train_loss,0.054137494415044785,104,1715055511820
e62952403be64274a8cadb75cfb336ce,train_loss,0.03372775390744209,109,1715055512264
e62952403be64274a8cadb75cfb336ce,train_loss,0.008702470920979977,114,1715055512476
e62952403be64274a8cadb75cfb336ce,train_loss,0.00043441474554128945,119,1715055512688
e62952403be64274a8cadb75cfb336ce,train_loss,0.138217031955719,124,1715055513185
e62952403be64274a8cadb75cfb336ce,train_loss,0.11101403087377548,129,1715055513530
e62952403be64274a8cadb75cfb336ce,train_loss,0.002752280794084072,134,1715055513966
e62952403be64274a8cadb75cfb336ce,train_loss,0.023686492815613747,139,1715055514232
e62952403be64274a8cadb75cfb336ce,train_loss,0.007208026014268398,144,1715055514729
e62952403be64274a8cadb75cfb336ce,train_loss,0.0015371537301689386,149,1715055514930
e62952403be64274a8cadb75cfb336ce,train_loss,0.0029600965790450573,154,1715055515204
e62952403be64274a8cadb75cfb336ce,train_loss,0.0026167479809373617,159,1715055515637
e62952403be64274a8cadb75cfb336ce,train_loss,0.01683850772678852,164,1715055515814
e62952403be64274a8cadb75cfb336ce,train_loss,0.0008277084561996162,169,1715055516258
e62952403be64274a8cadb75cfb336ce,train_loss,0.004686801228672266,174,1715055516437
e62952403be64274a8cadb75cfb336ce,train_loss,0.00009946157661033794,179,1715055516597
e62952403be64274a8cadb75cfb336ce,train_loss,0.007357163354754448,184,1715055516994
e62952403be64274a8cadb75cfb336ce,train_loss,0.023618184030056,189,1715055517205
e62952403be64274a8cadb75cfb336ce,train_loss,0.0020451529417186975,194,1715055517674
e62952403be64274a8cadb75cfb336ce,train_loss,0.004476720467209816,199,1715055517840
e62952403be64274a8cadb75cfb336ce,train_loss,0.006753217428922653,204,1715055518295
e62952403be64274a8cadb75cfb336ce,train_loss,0.003091244027018547,209,1715055518513
e62952403be64274a8cadb75cfb336ce,train_loss,0.006893508601933718,214,1715055518724
e62952403be64274a8cadb75cfb336ce,train_loss,0.03419148921966553,219,1715055519243
e62952403be64274a8cadb75cfb336ce,train_loss,0.02237393707036972,224,1715055519458
e62952403be64274a8cadb75cfb336ce,train_loss,0.0012735833879560232,229,1715055520000
e62952403be64274a8cadb75cfb336ce,train_loss,0.04108133912086487,234,1715055520248
e62952403be64274a8cadb75cfb336ce,train_loss,0.00004247218384989537,239,1715055520429
e62952403be64274a8cadb75cfb336ce,train_loss,0.029313817620277405,244,1715055520881
e62952403be64274a8cadb75cfb336ce,train_loss,0.07367253303527832,249,1715055521064
e62952403be64274a8cadb75cfb336ce,train_loss,0.016827095299959183,254,1715055521479
e62952403be64274a8cadb75cfb336ce,train_loss,0.16143520176410675,259,1715055521650
e62952403be64274a8cadb75cfb336ce,train_loss,0.0023895420599728823,264,1715055522085
e62952403be64274a8cadb75cfb336ce,train_loss,0.09980212897062302,269,1715055522324
e62952403be64274a8cadb75cfb336ce,train_loss,0.01287838350981474,274,1715055522522
e62952403be64274a8cadb75cfb336ce,train_loss,0.04167613387107849,279,1715055523018
e62952403be64274a8cadb75cfb336ce,train_loss,0.08193852007389069,284,1715055523229
e62952403be64274a8cadb75cfb336ce,train_loss,0.3130495250225067,289,1715055523641
e62952403be64274a8cadb75cfb336ce,train_loss,0.46442675590515137,294,1715055523798
e62952403be64274a8cadb75cfb336ce,train_loss,0.0040191952139139175,299,1715055523966
e62952403be64274a8cadb75cfb336ce,train_loss,0.46417954564094543,304,1715055524382
e62952403be64274a8cadb75cfb336ce,train_loss,0.18478350341320038,309,1715055524625
e62952403be64274a8cadb75cfb336ce,train_loss,0.29210713505744934,314,1715055525016
e62952403be64274a8cadb75cfb336ce,train_loss,0.0867050364613533,319,1715055525250
e62952403be64274a8cadb75cfb336ce,train_loss,0.034542638808488846,324,1715055525737
e62952403be64274a8cadb75cfb336ce,train_loss,0.26288262009620667,329,1715055525939
e62952403be64274a8cadb75cfb336ce,train_loss,0.11527106910943985,334,1715055526141
